pfn,nr_pages,lru_type,memory_type,timestamp
0x18e16,1,0,file,4296503999
0x184db,1,0,file,4296503999
0x17edc,1,0,file,4296503999
0x1784e,1,0,file,4296503999
0x1776c,1,0,file,4296503999
0x17395,1,0,file,4296503999
0x16fa7,1,0,file,4296503999
0x16bc6,1,0,file,4296503999
0x1643b,1,0,file,4296503999
0x13b0f,1,0,file,4296503999
0x1136e,1,0,file,4296503999
0x10171,1,0,file,4296503999
0xeac5,1,0,file,4296503999
0xe572,1,0,file,4296503999
0xe512,1,0,file,4296503999
0x68c6,1,0,file,4296503999
0x8091,1,0,file,4296503999
0x8e23,1,0,file,4296503999
0x2fbd8,1,0,file,4296503999
0x1fd4,1,0,file,4296503999
0x8e94,1,0,file,4296503999
0x8d81,1,0,file,4296503999
0x8c57,1,0,file,4296503999
0x75fb,1,0,file,4296503999
0x3146,1,0,file,4296503999
0x585e,1,0,file,4296503999
0x5249,1,0,file,4296503999
0x497f,1,0,file,4296503999
0x104d35,1,0,file,4296503999
0x114e6e,1,0,file,4296503999
0x114e9e,1,0,file,4296503999
0x20bef,1,0,file,4296503999
0x12d89,1,0,file,4296503999
0x119ed0,1,0,file,4296503999
0x10c480,1,0,file,4296504119
0x115686,1,0,file,4296504119
0x620a4,1,0,file,4296504119
0x23096,1,0,file,4296504119
0x2fdc8,1,0,file,4296504119
0x46b3,1,0,file,4296504119
0x41d7,1,0,file,4296504119
0x53be,1,0,file,4296504119
0x444e,1,0,file,4296504119
0x8df5,1,0,file,4296504119
0x23b84,1,0,file,4296504119
0x62963,1,0,file,4296504119
0x620c3,1,0,file,4296504119
0x12174,1,0,file,4296504119
0x44038,1,0,file,4296504119
0x10d8e8,1,0,file,4296504119
0x115ac9,1,0,file,4296504119
0x10c4f5,1,0,file,4296504119
0x101fa5,1,0,file,4296504119
0x10293a,1,0,file,4296504119
0x1029a5,1,0,file,4296504119
0x1029f2,1,0,file,4296504119
0x1124d9,1,0,file,4296504124
0x106e4e,1,0,file,4296504124
0x10b4a7,1,0,file,4296504124
0x11ad27,1,0,file,4296504124
0x11ab27,1,0,file,4296504124
