PID,COMM,VA,PFN,mapping,folio_index,start_ns,latency_ns
1752,pipewire-pulse,0x7029fa75c000,0x11fa32,00000000cad2b698,6,1.91722E+13,41719
1752,pipewire-pulse,0x7029fa75d000,0x11fa33,00000000cad2b698,7,1.91722E+13,42571
1752,pipewire-pulse,0x7029fa74d000,0x11fa35,000000001d04570c,0,1.91722E+13,52074
1752,pipewire-pulse,0x7029fa74e000,0x11fa36,000000001d04570c,1,1.91722E+13,52856
1752,pipewire-pulse,0x7029fa74f000,0x11fa37,000000001d04570c,2,1.91722E+13,53611
1752,pipewire-pulse,0x7029fa751000,0x11fa39,000000001d04570c,4,1.91722E+13,55121
1752,pipewire-pulse,0x7029fa752000,0x11fa3a,000000001d04570c,5,1.91722E+13,55898
1752,pipewire-pulse,0x7029fa753000,0x11fa3b,000000001d04570c,6,1.91722E+13,56703
1752,pipewire-pulse,0x7029fa754000,0x11fa3c,000000001d04570c,7,1.91722E+13,57480
1752,pipewire-pulse,0x7029fa744000,0x11fa3e,00000000cfcfbc9e,0,1.91722E+13,63632
1752,pipewire-pulse,0x7029fa745000,0x11fa3f,00000000cfcfbc9e,1,1.91722E+13,64570
1752,pipewire-pulse,0x7029fa746000,0x1139a0,00000000cfcfbc9e,2,1.91722E+13,65426
1752,pipewire-pulse,0x7029fa747000,0x1139a1,00000000cfcfbc9e,3,1.91722E+13,66306
1752,pipewire-pulse,0x7029fa748000,0x1139a2,00000000cfcfbc9e,4,1.91722E+13,67146
1752,pipewire-pulse,0x7029fa749000,0x1139a3,00000000cfcfbc9e,5,1.91722E+13,68041
1752,pipewire-pulse,0x7029fa74a000,0x1139a4,00000000cfcfbc9e,6,1.91722E+13,68811
1752,pipewire-pulse,0x7029fa74b000,0x1139a5,00000000cfcfbc9e,7,1.91722E+13,69615
1752,pipewire-pulse,0x7029fa775000,0x10c06f,00000000611c7796,0,1.91806E+13,46334
1752,pipewire-pulse,0x7029fa776000,0x10c06e,00000000611c7796,1,1.91806E+13,54588
1752,pipewire-pulse,0x7029fa777000,0x10c06d,00000000611c7796,2,1.91806E+13,56776
1752,pipewire-pulse,0x7029fa778000,0x10c06c,00000000611c7796,3,1.91806E+13,58450
1752,pipewire-pulse,0x7029fa779000,0x10c06b,00000000611c7796,4,1.91806E+13,60032
1752,pipewire-pulse,0x7029fa77a000,0x10c06a,00000000611c7796,5,1.91806E+13,61585
1752,pipewire-pulse,0x7029fa77b000,0x10c069,00000000611c7796,6,1.91806E+13,63298
1752,pipewire-pulse,0x7029fa77c000,0x11228a,00000000611c7796,7,1.91806E+13,64885
1752,pipewire-pulse,0x7029fa76c000,0x112284,00000000925bbd7d,0,1.91806E+13,79161
1752,pipewire-pulse,0x7029fa76d000,0x11fc47,00000000925bbd7d,1,1.91806E+13,80934
1752,pipewire-pulse,0x7029fa76e000,0x114a74,00000000925bbd7d,2,1.91806E+13,82636
1752,pipewire-pulse,0x7029fa76f000,0x112c3a,00000000925bbd7d,3,1.91806E+13,83443
1752,pipewire-pulse,0x7029fa771000,0x114a7f,00000000925bbd7d,5,1.91806E+13,85053
1752,pipewire-pulse,0x7029fa772000,0x11228b,00000000925bbd7d,6,1.91806E+13,85867
1752,pipewire-pulse,0x7029fa773000,0x11957f,00000000925bbd7d,7,1.91806E+13,86641
1752,pipewire-pulse,0x7029fa775000,0x125b04,00000000cad2b698,0,1.92914E+13,1644368
1752,pipewire-pulse,0x7029fa776000,0x125b03,00000000cad2b698,1,1.92914E+13,1650766
